,name,year_x,metascore,userscore,openscore,action,fighting,first-person,flight,party,puzzle,racing,real-time,role-playing,simulation,sports,strategy,third-person,turn-based,wargame,wrestling,goty
222,Escape Goat 2,2014,76.0,7.5,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Sleeping Dogs: Definitive Edition,2014,76.0,7.55,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Scrolls,2014,73.0,7.5,77,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
225,Xeodrifter,2014,73.66666666666667,6.033333333333334,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Game of Thrones: Episode One - Iron From Ice,2014,77.33333333333333,7.5,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Dark Souls II: Crown of the Old Iron King,2014,81.0,7.85,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
228,Killzone: Shadow Fall - Intercept,2014,72.0,6.7,77,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Infested Planet,2014,75.0,7.7,77,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
230,Tales of Hearts R,2014,76.0,8.1,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
231,Fenix Rage,2014,75.0,6.9,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Minimum,2014,69.0,6.5,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,The Wolf Among Us: Episode 4 - In Sheep's Clothing,2014,74.5,8.35,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Strider,2014,75.4,7.2799999999999985,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Outlast: Whistleblower,2014,73.0,7.8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,CastleStorm: Definitive Edition,2014,74.0,6.1,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
237,GoD Factory: Wingmen,2014,76.0,6.6,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
238,Life Goes On,2014,73.0,7.2,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,The Walking Dead: Season Two Episode 4 - Amid the Ruins,2014,75.66666666666667,7.7333333333333325,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Don't Starve: Console Edition,2014,78.0,7.1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Armillo,2014,72.0,8.0,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,A Golden Wake,2014,68.0,6.0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Warlock 2: The Exiled,2014,73.0,7.1,76,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
244,Sherlock Holmes: Crimes & Punishments,2014,74.0,7.2333333333333325,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Project Spark,2014,73.0,6.9,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,OlliOlli,2014,78.5,7.15,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
247,Space Run,2014,73.0,7.6,76,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
248,MouseCraft,2014,72.0,6.25,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Shantae: Risky's Revenge - Director's Cut,2014,74.0,7.4,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Dance Central Spotlight,2014,74.0,6.7,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Killer Instinct,2014,73.0,6.3,76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Hyrule Warriors,2014,76.0,8.3,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Tropico 5,2014,75.5,7.05,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
254,The Room,2014,74.0,7.4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Ultra Street Fighter IV,2014,79.33333333333333,6.9,76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,inFamous: First Light,2014,73.0,7.4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Chariot,2014,75.0,7.533333333333334,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Wii Fit U,2014,72.0,7.7,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
259,Jazzpunk,2014,75.0,7.7,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Football Manager 2015,2014,80.0,6.1,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
261,Gigantic Army,2014,73.0,6.4,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,D4: Dark Dreams Don't Die,2014,71.5,7.1,75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
263,Heavy Bullets,2014,72.0,7.6,75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Metal Gear Solid V: Ground Zeroes,2014,77.0,6.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,MIND: Path to Thalamus,2014,75.0,6.8,75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Super Ultra Dead Rising 3' Arcade Remix Hyper Edition EX Plus Alpha,2014,75.0,6.2,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Ultimate NES Remix,2014,69.0,7.7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Dreamfall Chapters Book One: Reborn,2014,72.0,7.6,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
269,NES Remix 2,2014,73.0,8.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Destiny,2014,75.5,5.8,74,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,The Fall,2014,72.66666666666667,7.366666666666667,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Banished,2014,73.0,8.1,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
273,Saturday Morning RPG,2014,68.0,6.9,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274,Hohokum,2014,75.0,6.4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Roundabout,2014,74.5,6.6,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
276,Grim Legends: The Forsaken Bride,2014,74.0,6.844497607655506,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Tomodachi Life,2014,71.0,7.7,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
278,Borderlands: The Pre-Sequel,2014,75.33333333333333,6.2666666666666675,74,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Road Not Taken,2014,72.5,6.05,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Just Dance 2015,2014,71.0,6.6,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,LEGO Batman 3: Beyond Gotham,2014,73.5,6.9,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,The Incredible Adventures of Van Helsing II,2014,71.5,7.25,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
283,Octodad: Dadliest Catch,2014,69.0,7.199999999999998,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
284,MotoGP 14,2014,73.0,6.5,73,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
285,Watch Dogs: Bad Blood,2014,76.0,7.2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Lara Croft and the Temple of Osiris,2014,73.0,6.033333333333334,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Toybox Turbos,2014,69.0,6.3,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
288,Always Sometimes Monsters,2014,73.0,7.2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Runers,2014,68.0,6.9,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Titanfall: Expedition,2014,73.0,4.7,73,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Screencheat,2014,70.66666666666667,6.4547197640118,73,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Anomaly Defenders,2014,70.0,6.5,73,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
293,The Evil Within,2014,74.0,7.033333333333334,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
294,Tengami,2014,70.0,7.6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Spy Chameleon,2014,71.0,6.4,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Richard & Alice,2014,70.0,6.8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Unepic,2014,69.0,7.05,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,FRACT OSC,2014,75.0,6.1,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
299,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,2014,74.0,7.7,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Shadows: Heretic Kingdoms,2014,74.0,7.1,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
301,Dynasty Warriors 8: Xtreme Legends Complete Edition,2014,69.0,7.1,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Mercenary Kings,2014,73.0,6.15,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Futuridium EP Deluxe,2014,69.0,6.15,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Neverending Nightmares,2014,71.0,7.05,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Starwhal,2014,69.0,6.687573964497041,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,continue?9876543210,2014,62.0,6.3,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Cloudbuilt,2014,72.0,7.7,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Hatoful Boyfriend,2014,72.0,6.6,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Worms Battlegrounds,2014,66.0,6.0,71,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
310,Full Bore,2014,72.0,6.9,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Never Alone,2014,70.33333333333333,6.533333333333332,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Disney Infinity 2.0 Edition,2014,72.0,5.25,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Lethal League,2014,82.0,7.7,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Costume Quest 2,2014,71.0,7.1,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
315,One Piece: Unlimited World Red,2014,68.5,7.550000000000002,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Elliot Quest,2014,76.0,7.5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Dead Nation: Apocalypse Edition,2014,74.0,7.1,71,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
318,The Marvellous Miss Take,2014,69.0,6.4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Pure Pool,2014,71.5,7.45,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
320,Assassin's Creed Unity,2014,70.66666666666667,4.3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,LEGO The Hobbit,2014,70.5,6.699999999999998,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,The Last Federation,2014,72.0,6.9,71,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
323,Rollers of the Realm,2014,68.0,7.4,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Call of Duty: Ghosts - Devastation,2014,70.0,5.8,71,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Sniper Elite III,2014,67.0,6.833333333333332,70,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
326,The Elder Scrolls Online,2014,71.0,5.8,70,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
327,Loadout,2014,65.5,6.6,70,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
328,The Old City: Leviathan,2014,62.0,5.6,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,10 Second Ninja,2014,72.0,7.4,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,Warface,2014,62.0,4.2,70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Dead Rising 3: Apocalypse Edition,2014,70.0,5.6,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Unrest,2014,65.0,5.8,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
333,The LEGO Movie Videogame,2014,69.25,7.075,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,Gauntlet,2014,68.0,7.1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,The Sims 4,2014,67.33333333333333,3.6333333333333333,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
336,Tesla Effect: A Tex Murphy Adventure,2014,68.0,8.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Strike Vector,2014,73.0,7.7,70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Might & Magic X: Legacy,2014,71.0,7.3,69,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
339,Cosmophony,2014,73.0,7.0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Lords of the Fallen,2014,70.66666666666667,6.633333333333333,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
341,Tower of Guns,2014,72.0,6.533333333333334,69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Elegy for a Dead World,2014,65.0,6.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Lumino City,2014,70.0,7.6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Mega Coin Squad,2014,74.0,6.4,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Paper Monsters Recut,2014,74.0,8.0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,The Last Tinker: City of Colors,2014,69.0,6.449999999999998,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Men of War: Assault Squad 2,2014,68.0,6.3,69,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
348,EA Sports UFC,2014,70.0,6.15,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
349,CounterSpy,2014,67.0,6.6,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Assetto Corsa,2014,73.66666666666667,7.0,69,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
351,Driveclub,2014,71.0,6.3,69,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
352,Hack 'n' Slash,2014,73.0,5.3,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Squids Odyssey,2014,70.0,6.4820796460177,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
354,Ancient Space,2014,68.0,7.4,69,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
355,Gods Will Be Watching,2014,64.0,6.4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,BlazeRush,2014,66.0,8.3,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
357,Styx: Master of Shadows,2014,70.0,6.933333333333333,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Velocibox,2014,62.0,5.6,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,The Witcher Adventure Game,2014,68.0,6.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Magicka: Wizard Wars,2014,69.0,7.3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Stronghold: Crusader II,2014,65.0,6.2,68,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
362,Starpoint Gemini 2,2014,70.5,8.1,68,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
363,iO,2014,68.0,6.480813953488374,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Sparkle 2,2014,65.5,6.1860215053763445,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Shadowgate,2014,68.0,7.1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,"Warhammer 40,000: Armageddon",2014,68.0,6.7,68,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
367,Lichdom: Battlemage,2014,69.0,6.8,68,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
368,Train Fever,2014,67.0,6.9,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
369,King Oddball,2014,64.66666666666667,5.707222222222222,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,Cloud Chamber,2014,74.0,7.3,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
371,A Bird Story,2014,66.0,6.9,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,How to Survive: Storm Warning Edition,2014,65.0,6.3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Entwined,2014,59.0,6.6,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Halfway,2014,69.0,6.1,67,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
375,The Golf Club,2014,66.66666666666667,5.966666666666668,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
376,Sunset Overdrive and the Mystery of the Mooil Rig!,2014,65.0,7.3,67,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
377,Full Mojo Rampage,2014,66.0,6.0,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
378,Kromaia Omega,2014,68.0,5.9,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Call of Duty: Ghosts - Onslaught,2014,65.0,4.1,67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,Flockers,2014,64.0,4.9,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,Abyss Odyssey,2014,67.66666666666667,6.7,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,Strike Suit Zero: Director's Cut,2014,67.5,6.0,66,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
383,Blackguards,2014,68.0,7.1,66,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
384,Wii Sports Club,2014,68.0,7.0,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
385,Yoshi's New Island,2014,64.0,6.2,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,Among the Sleep,2014,66.0,6.9,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,CONSORTIUM,2014,66.0,7.3,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,MXGP: The Official Motocross Videogame,2014,67.0,6.4,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
389,Schrodinger's Cat and the Raiders of the Lost Quark,2014,60.0,6.154022988505747,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Assassin's Creed Liberation HD,2014,64.0,5.8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Lovely Planet,2014,65.0,5.8,65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Planetary Annihilation,2014,62.0,5.7,65,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
393,Thief,2014,68.66666666666667,6.033333333333334,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,NaissanceE,2014,66.0,7.1,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Whispering Willows,2014,63.5,6.449999999999998,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Secret Ponchos,2014,64.0,6.6,64,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,A City Sleeps,2014,61.0,6.2,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Munin,2014,68.0,6.8,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,"Sir, You Are Being Hunted",2014,63.0,6.5,64,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Dusty Revenge,2014,64.0,6.9,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Kinect Sports Rivals,2014,60.0,5.0,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
402,KickBeat: Special Edition,2014,60.0,4.3,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Tennis in the Face,2014,68.0,4.6,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Back to Bed,2014,59.5,5.6,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Akiba's Trip: Undead & Undressed,2014,59.33333333333334,7.3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Sixty Second Shooter Prime,2014,61.0,7.2,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Concursion,2014,66.0,7.5,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Castlevania: Lords of Shadow 2,2014,63.66666666666666,7.7666666666666675,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Crimsonland,2014,64.66666666666667,6.4,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,The Crew,2014,65.33333333333333,5.7666666666666675,62,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
411,Quest for Infamy,2014,63.0,7.4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Tiny Troopers: Joint Ops,2014,62.0,5.1,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Mitsurugi Kamui Hikae,2014,58.0,4.2,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Surgeon Simulator: Anniversary Edition,2014,56.0,5.0,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
415,NHL 15,2014,59.5,3.45,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
416,Murdered: Soul Suspect,2014,56.33333333333334,7.099999999999999,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Lifeless Planet,2014,59.0,6.8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,WWE 2K15,2014,59.0,5.199999999999998,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
419,Betrayer,2014,62.0,7.2,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Risen 3: Titan Lords,2014,48.33333333333334,4.733333333333333,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
421,Destiny: The Dark Below,2014,63.0,3.1,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Tetris Ultimate,2014,63.5,4.300000000000002,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,1954: Alcatraz,2014,58.0,6.3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Goat Simulator,2014,57.66666666666666,6.2333333333333325,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425,DeadCore,2014,78.0,6.7,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Shadow Puppeteer,2014,57.0,6.2,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,The Castle Doctrine,2014,58.0,6.9,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
428,F1 2014,2014,62.33333333333334,4.266666666666667,59,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
429,LIGHT,2014,49.0,5.1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Farming Simulator 15,2014,59.0,6.5,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
431,Monochroma,2014,60.5,6.652205882352942,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Moebius: Empire Rising,2014,54.0,6.2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Natural Doctrine,2014,56.5,6.6,57,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
434,NBA Live 15,2014,56.0,6.35,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
435,Randal's Monday,2014,57.0,6.7,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Batman: Arkham Origins Blackgate - Deluxe Edition,2014,60.66666666666666,6.2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Nether,2014,57.0,4.6,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
438,Magic: Duels of the Planeswalkers 2015,2014,60.0,3.2,56,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
439,Bound by Flame,2014,54.5,6.3,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
440,Super Toy Cars,2014,56.0,6.4,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
441,Blue Estate,2014,49.0,6.0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Dead Rising 3: Operation Broken Eagle,2014,52.0,4.2,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Cel Damage HD,2014,58.0,6.1,55,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
444,Sacred 3,2014,54.66666666666666,3.0666666666666664,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
445,Firefall,2014,60.0,6.7,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
446,Dead Rising 3: Fallen Angel,2014,56.0,4.7,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,The Legend of Korra,2014,55.66666666666666,6.7666666666666675,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,The Amazing Spider-Man 2,2014,51.75,5.4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Infinity Runner,2014,48.33333333333334,5.759999999999999,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
